kommune_no,kommune_name,week,share,amount,total
4224,Åseral,11,,,542
4224,Åseral,12,0.05352696559323569,29,542
4224,Åseral,13,0.0184575743424951,10,542
4224,Åseral,14,0.00738302973699802,4,542
4224,Åseral,I alt,0.0793675696727288,43,542
4225,Lyngdal,11,0.0054414460565160305,28,5146
4225,Lyngdal,12,0.0567465088750957,292,5146
4225,Lyngdal,13,0.030899640106644602,159,5146
4225,Lyngdal,14,0.0101055426763869,52,5146
4225,Lyngdal,I alt,0.103193137714643,531,5146
4226,Hægebostad,11,,,914
4226,Hægebostad,12,0.0601856563355252,55,914
4226,Hægebostad,13,0.025168547194856,23,914
4226,Hægebostad,14,0.00437713864258365,4,914
4226,Hægebostad,I alt,0.0908256268336107,83,914
4227,Kvinesdal,11,0.0050216516881956,15,2987
4227,Kvinesdal,12,0.0401732135055648,120,2987
4227,Kvinesdal,13,0.0190822764151433,57,2987
4227,Kvinesdal,14,0.0070303123634738495,21,2987
4227,Kvinesdal,I alt,0.0713074539723776,213,2987
4228,Sirdal,11,,,977
4228,Sirdal,12,0.06961371553993109,68,977
4228,Sirdal,13,0.0214983533285081,21,977
4228,Sirdal,14,0.00614238666528804,6,977
4228,Sirdal,I alt,0.09930191775549,97,977
4601,Bergen,11,0.0110483351299643,1695,153417
4601,Bergen,12,0.0733557307095091,11254,153417
4601,Bergen,13,0.024221600792299302,3716,153417
4601,Bergen,14,0.010370443180987099,1591,153417
4601,Bergen,I alt,0.11899610981276,18256,153417
4602,Kinn,11,0.00407838746569861,38,9317
4602,Kinn,12,0.0379933990225608,354,9317
4602,Kinn,13,0.014059704158066299,131,9317
4602,Kinn,14,0.008371426903276101,78,9317
4602,Kinn,I alt,0.0645029175496018,601,9317
4611,Etne,11,0.00518072243761468,11,2123
4611,Etne,12,0.0508652748420351,108,2123
4611,Etne,13,0.015542167312844,33,2123
4611,Etne,14,0.00989047010817348,21,2123
4611,Etne,I alt,0.0814786347006673,173,2123
4612,Sveio,11,0.00414245774088996,12,2897
4612,Sveio,12,0.0493642880789387,143,2897
4612,Sveio,13,0.0148438069048557,43,2897
4612,Sveio,14,0.00759450585829826,22,2897
4612,Sveio,I alt,0.0759450585829826,220,2897
4613,Bømlo,11,0.00460265523893123,28,6083
4613,Bømlo,12,0.056218146132660005,342,6083
4613,Bømlo,13,0.0200544263982004,122,6083
4613,Bømlo,14,0.0067396023141493,41,6083
4613,Bømlo,I alt,0.08761483008394091,533,6083
4614,Stord,11,0.00562630894798968,55,9776
4614,Stord,12,0.0587182061117469,574,9776
4614,Stord,13,0.0182087816862212,178,9776
4614,Stord,14,0.00889979779045641,87,9776
4614,Stord,I alt,0.09145309453641409,894,9776
4615,Fitjar,11,0.00550035507847784,9,1636
4615,Fitjar,12,0.0446139911920981,73,1636
4615,Fitjar,13,0.0146676135426076,24,1636
4615,Fitjar,14,0.00550035507847784,9,1636
4615,Fitjar,I alt,0.0702823148916613,115,1636
4616,Tysnes,11,0.0028377126333547597,4,1410
4616,Tysnes,12,0.0227017010668381,32,1410
4616,Tysnes,13,0.007803709741725579,11,1410
4616,Tysnes,14,,,1410
4616,Tysnes,I alt,0.035471407916934504,50,1410
4617,Kvinnherad,11,0.00486153955538486,32,6582
4617,Kvinnherad,12,0.036765392887598,242,6582
4617,Kvinnherad,13,0.0132173106662026,87,6582
4617,Kvinnherad,14,0.005317308888702191,35,6582
4617,Kvinnherad,I alt,0.0601615519978877,396,6582
4618,Ullensvang,11,0.0067968880709386005,39,5738
4618,Ullensvang,12,0.041827003513468304,240,5738
4618,Ullensvang,13,0.0113281467848977,65,5738
4618,Ullensvang,14,0.005228375439183541,30,5738
4618,Ullensvang,I alt,0.0651804138084881,374,5738
4619,Eidfjord,11,,,506
4619,Eidfjord,12,0.047426612257803195,24,506
4619,Eidfjord,13,0.015808870752601102,8,506
4619,Eidfjord,14,,,506
4619,Eidfjord,I alt,0.0711399183867047,36,506
4620,Ulvik,11,,,543
4620,Ulvik,12,0.0625861710332793,34,543
4620,Ulvik,13,0.0110446184176375,6,543
4620,Ulvik,14,0.0092038486813646,5,543
4620,Ulvik,I alt,0.0883569473411002,48,543
4621,Voss,11,0.007646374362362171,63,8239
4621,Voss,12,0.097096817299837,800,8239
4621,Voss,13,0.0294931582548255,243,8239
4621,Voss,14,0.009466939686734111,78,8239
4621,Voss,I alt,0.143703289603759,1184,8239
4622,Kvam,11,0.00621496600643778,27,4344
4622,Kvam,12,0.046727337011365604,203,4344
4622,Kvam,13,0.0174939783884915,76,4344
4622,Kvam,14,0.009437540972738861,41,4344
4622,Kvam,I alt,0.0798738223790338,347,4344
4623,Samnanger,11,,,1242
4623,Samnanger,12,0.0595718714503416,74,1242
4623,Samnanger,13,0.0152954805075201,19,1242
4623,Samnanger,14,0.0072452276088253295,9,1242
4623,Samnanger,I alt,0.083722630146426,104,1242
4624,Bjørnafjorden,11,0.00946460439660354,122,12890
4624,Bjørnafjorden,12,0.059114988116491,762,12890
4624,Bjørnafjorden,13,0.020480783284453602,264,12890
4624,Bjørnafjorden,14,0.00892155332466727,115,12890
4624,Bjørnafjorden,I alt,0.0979819291222154,1263,12890
4625,Austevoll,11,0.00924402045203971,26,2813
4625,Austevoll,12,0.0280876006042745,79,2813
4625,Austevoll,13,0.00782186345941822,22,2813
4625,Austevoll,14,0.00782186345941822,22,2813
4625,Austevoll,I alt,0.0529753479751506,149,2813
4626,Øygarden,11,0.00989153577750827,196,19815
4626,Øygarden,12,0.0631847081297977,1252,19815
4626,Øygarden,13,0.023315762904126597,462,19815
4626,Øygarden,14,0.010598074047330298,210,19815
4626,Øygarden,I alt,0.106990080858763,2120,19815
4627,Askøy,11,0.00976294968457482,149,15262
4627,Askøy,12,0.068799309857742,1050,15262
4627,Askøy,13,0.020770839261813497,317,15262
4627,Askøy,14,0.00884562555313826,135,15262
4627,Askøy,I alt,0.108178724357269,1651,15262
4628,Vaksdal,11,0.00727714648532018,14,1924
4628,Vaksdal,12,0.0499004330421955,96,1924
4628,Vaksdal,13,0.0285887897637578,55,1924
4628,Vaksdal,14,0.00675735030779731,13,1924
4628,Vaksdal,I alt,0.0925237195990708,178,1924
4629,Modalen,11,,,181
4629,Modalen,12,0.0331228194143886,6,181
4629,Modalen,13,,,181
4629,Modalen,14,,,181
4629,Modalen,I alt,0.049684229121582796,9,181
4630,Osterøy,11,0.00449245645627469,19,4229
4630,Osterøy,12,0.0491805759423755,208,4229
4630,Osterøy,13,0.0177333807484527,75,4229
4630,Osterøy,14,0.00732979737602712,31,4229
4630,Osterøy,I alt,0.07873621052313,333,4229
4631,Alver,11,0.00565488518462493,84,14854
4631,Alver,12,0.052711608328111004,783,14854
4631,Alver,13,0.0186476570969179,277,14854
4631,Alver,14,0.00969408888792846,144,14854
4631,Alver,I alt,0.0867082394975823,1288,14854
4632,Austrheim,11,0.0049494239577573705,7,1414
4632,Austrheim,12,0.0487871790121798,69,1414
4632,Austrheim,13,0.0205047563964234,29,1414
4632,Austrheim,14,0.0113129690463026,16,1414
4632,Austrheim,I alt,0.08555432841266321,121,1414
4633,Fedje,11,,,252
4633,Fedje,12,0.0516836957818153,13,252
4633,Fedje,13,0.0159026756251739,4,252
4633,Fedje,14,,,252
4633,Fedje,I alt,0.0715620403132827,18,252
4634,Masfjorden,11,,,886
4634,Masfjorden,12,0.0383695643587374,34,886
4634,Masfjorden,13,0.005642582993931971,5,886
4634,Masfjorden,14,,,886
4634,Masfjorden,I alt,0.049654730346601304,44,886
4635,Gulen,11,,,1233
4635,Gulen,12,0.0340529588372698,42,1233
4635,Gulen,13,0.0072970626079863895,9,1233
4635,Gulen,14,0.00324313893688284,4,1233
4635,Gulen,I alt,0.0454039451163598,56,1233
4636,Solund,11,,,413
4636,Solund,12,0.0290604044723963,12,413
4636,Solund,13,0.0145302022361981,6,413
4636,Solund,14,,,413
4636,Solund,I alt,0.0532774081993931,22,413
4637,Hyllestad,11,,,708
4637,Hyllestad,12,0.0409856917536788,29,708
4637,Hyllestad,13,0.059358588057052096,42,708
4637,Hyllestad,14,0.0113063977251528,8,708
4637,Hyllestad,I alt,0.113063977251528,80,708
4638,Høyanger,11,0.00195694907724959,4,2044
4638,Høyanger,12,0.0366927951984297,75,2044
4638,Høyanger,13,0.013209406271434701,27,2044
4638,Høyanger,14,0.00244618634656198,5,2044
4638,Høyanger,I alt,0.054305336893676,111,2044
4639,Vik,11,0.00434072365650986,6,1382
4639,Vik,12,0.030385065595569,42,1382
4639,Vik,13,0.0173628946260394,24,1382
4639,Vik,14,,,1382
4639,Vik,I alt,0.053535591763621604,74,1382
4640,Sogndal,11,0.00585556418823235,38,6490
4640,Sogndal,12,0.062099799154148295,403,6490
4640,Sogndal,13,0.0238845381362109,155,6490
4640,Sogndal,14,0.0057014703938051805,37,6490
4640,Sogndal,I alt,0.0975413718723968,633,6490
4641,Aurland,11,0.0040655240511321,4,984
4641,Aurland,12,0.139244198751274,137,984
4641,Aurland,13,0.0376060974729719,37,984
4641,Aurland,14,0.015245715191745399,15,984
4641,Aurland,I alt,0.196161535467124,193,984
4642,Lærdal,11,0.00436053610175049,5,1147
4642,Lærdal,12,0.047093789898905294,54,1147
4642,Lærdal,13,0.0209305732884024,24,1147
4642,Lærdal,14,0.00784896498315089,9,1147
4642,Lærdal,I alt,0.08023386427220909,92,1147
4643,Årdal,11,0.0018685057746171,5,2676
4643,Årdal,12,0.0474600466752743,127,2676
4643,Årdal,13,0.0220483681404817,59,2676
4643,Årdal,14,0.00710032194354497,19,2676
4643,Årdal,I alt,0.0784772425339181,210,2676
4644,Luster,11,0.00290663876293454,8,2752
4644,Luster,12,0.053046157423555396,146,2752
4644,Luster,13,0.02397976979421,66,2752
4644,Luster,14,0.00762992675270317,21,2752
4644,Luster,I alt,0.08756249273340311,241,2752
4645,Askvoll,11,,,1503
4645,Askvoll,12,0.0365915077098307,55,1503
4645,Askvoll,13,0.0139713029437535,21,1503
4645,Askvoll,14,0.00465710098125118,7,1503
4645,Askvoll,I alt,0.0572158120553716,86,1503
4646,Fjaler,11,,,1338
4646,Fjaler,12,0.0276429251295108,37,1338
4646,Fjaler,13,0.0112065912687206,15,1338
4646,Fjaler,14,0.004482636507488241,6,1338
4646,Fjaler,I alt,0.045573471159463794,61,1338
4647,Sunnfjord,11,0.00417223680732586,51,12224
4647,Sunnfjord,12,0.055629824097678096,680,12224
4647,Sunnfjord,13,0.0179160757020463,219,12224
4647,Sunnfjord,14,0.00867170787404982,106,12224
4647,Sunnfjord,I alt,0.0863898444811001,1056,12224
4648,Bremanger,11,0.00225871043445166,4,1771
4648,Bremanger,12,0.020893071518677798,37,1771
4648,Bremanger,13,0.011293552172258301,20,1771
4648,Bremanger,14,0.0033880656516774897,6,1771
4648,Bremanger,I alt,0.037833399777065305,67,1771
4649,Stad,11,0.0040672535356742,19,4671
4649,Stad,12,0.041528799258989196,194,4671
4649,Stad,13,0.0209784656050564,98,4671
4649,Stad,14,0.007492309144662999,35,4671
4649,Stad,I alt,0.0740668275443828,346,4671
4650,Gloppen,11,0.00163307752806934,5,3062
4650,Gloppen,12,0.044419708763486006,136,3062
4650,Gloppen,13,0.0169840062919211,52,3062
4650,Gloppen,14,0.00620569460666348,19,3062
4650,Gloppen,I alt,0.0692424871901399,212,3062
4651,Stryn,11,0.00865045740565658,34,3930
4651,Stryn,12,0.093119629719715,366,3930
4651,Stryn,13,0.0246792461279026,97,3930
4651,Stryn,14,0.00839603218784316,33,3930
4651,Stryn,I alt,0.134845365441117,530,3930
5001,Trondheim,11,0.00990957364994322,1097,110701
5001,Trondheim,12,0.0692495821335139,7666,110701
5001,Trondheim,13,0.0220865155643675,2445,110701
5001,Trondheim,14,0.00869910613026009,963,110701
5001,Trondheim,I alt,0.109944777478085,12171,110701
5006,Steinkjer,11,0.00491211804535667,59,12011
5006,Steinkjer,12,0.0602775163531903,724,12011
5006,Steinkjer,13,0.0174838099919475,210,12011
5006,Steinkjer,14,0.00807585509151859,97,12011
5006,Steinkjer,I alt,0.09074929948201299,1090,12011
5007,Namsos,11,0.00600449826348633,47,7827
5007,Namsos,12,0.060683759045872504,475,7827
5007,Namsos,13,0.0169914525328443,133,7827
5007,Namsos,14,0.008176338060917549,64,7827
5007,Namsos,I alt,0.0918560479031206,719,7827
5014,Frøya,11,0.00248820855737578,7,2813
5014,Frøya,12,0.027725752496473,78,2813
5014,Frøya,13,0.00888645913348492,25,2813
5014,Frøya,14,0.00355458365339397,10,2813
5014,Frøya,I alt,0.042655003840727596,120,2813
5020,Osen,11,,,458
5020,Osen,12,0.019638520302956902,9,458
5020,Osen,13,,,458
5020,Osen,14,,,458
5020,Osen,I alt,0.0283667515487155,13,458
5021,Oppdal,11,0.0121369969042383,44,3625
5021,Oppdal,12,0.08826906839446011,320,3625
5021,Oppdal,13,0.0402727624549724,146,3625
5021,Oppdal,14,0.0110336335493075,40,3625
5021,Oppdal,I alt,0.151712461302978,550,3625
5022,Rennebu,11,0.00326029724129949,4,1227
5022,Rennebu,12,0.052979830171116696,65,1227
5022,Rennebu,13,0.0195617834477969,24,1227
5022,Rennebu,14,0.0114110403445482,14,1227
5022,Rennebu,I alt,0.0872129512047613,107,1227
5025,Røros,11,0.0152096032112101,46,3024
5025,Røros,12,0.07902380798867881,239,3024
5025,Røros,13,0.0317417806146994,96,3024
5025,Røros,14,0.011241880634372701,34,3024
5025,Røros,I alt,0.137217072448961,415,3024
5026,Holtålen,11,,,1011
5026,Holtålen,12,0.047470654729115595,48,1011
5026,Holtålen,13,0.0296691592056973,30,1011
5026,Holtålen,14,0.00791177578818594,8,1011
5026,Holtålen,I alt,0.0880185056435686,89,1011
5027,Midtre,11,0.00172700784090343,6,3474
5027,Midtre,12,0.036267164658972104,126,3474
5027,Midtre,13,0.0143917320075286,50,3474
5027,Midtre,14,0.005756692803011439,20,3474
5027,Midtre,I alt,0.05814259731041559,202,3474
5028,Melhus,11,0.0070755852821435304,62,8763
5028,Melhus,12,0.0617401877038653,541,8763
5028,Melhus,13,0.021340878189691003,187,8763
5028,Melhus,14,0.00901566511756998,79,8763
5028,Melhus,I alt,0.09917231629326981,869,8763
5029,Skaun,11,0.006333976081096609,28,4421
5029,Skaun,12,0.0542912235522567,240,4421
5029,Skaun,13,0.020585422263564,91,4421
5029,Skaun,14,0.00791747010137076,35,4421
5029,Skaun,I alt,0.089128091998288,394,4421
5031,Malvik,11,0.00676490206451281,50,7391
5031,Malvik,12,0.06426656961287171,475,7391
5031,Malvik,13,0.020565302276118903,152,7391
5031,Malvik,14,0.00730609422967384,54,7391
5031,Malvik,I alt,0.0989028681831773,731,7391
5032,Selbu,11,0.0037126518822680997,8,2155
5032,Selbu,12,0.0426954966460831,92,2155
5032,Selbu,13,0.0157787704996394,34,2155
5032,Selbu,14,0.00603305930868566,13,2155
5032,Selbu,I alt,0.0682199783366763,147,2155
5033,Tydal,11,,,438
5033,Tydal,12,0.0456903700691524,20,438
5033,Tydal,13,0.0137071110207457,6,438
5033,Tydal,14,,,438
5033,Tydal,I alt,0.06396651809681331,28,438
5034,Meråker,11,0.0166611860133728,19,1140
5034,Meråker,12,0.06313712594541271,72,1140
5034,Meråker,13,0.0219226131754905,25,1140
5034,Meråker,14,0.0105228543242354,12,1140
5034,Meråker,I alt,0.112243779458511,128,1140
5035,Stjørdal,11,0.00857140967934193,105,12250
5035,Stjørdal,12,0.0964079507743126,1181,12250
5035,Stjørdal,13,0.0279999382858503,343,12250
5035,Stjørdal,14,0.00889793957188829,109,12250
5035,Stjørdal,I alt,0.14187723831139298,1738,12250
5036,Frosta,11,0.00843646269856365,11,1304
5036,Frosta,12,0.0582882877355307,76,1304
5036,Frosta,13,0.029911095022180197,39,1304
5036,Frosta,14,0.0176398765515422,23,1304
5036,Frosta,I alt,0.11427572200781701,149,1304
5037,Levanger,11,0.0072897075577605195,77,10563
5037,Levanger,12,0.0508386098508753,537,10563
5037,Levanger,13,0.018650290764660002,197,10563
5037,Levanger,14,0.00605897771034641,64,10563
5037,Levanger,I alt,0.0828375858836423,875,10563
5038,Verdal,11,0.009564289493508439,72,7528
5038,Verdal,12,0.0620350443537283,467,7528
5038,Verdal,13,0.017268856029945802,130,7528
5038,Verdal,14,0.011158337742426501,84,7528
5038,Verdal,I alt,0.100026527619609,753,7528
5041,Snåase,11,,,1055
5041,Snåase,12,0.038874755966089795,41,1055
5041,Snåase,13,0.0170669660338931,18,1055
5041,Snåase,14,,,1055
5041,Snåase,I alt,0.0606825458982866,64,1055
5042,Lierne,11,,,719
5042,Lierne,12,0.0597795940270454,43,719
5042,Lierne,13,0.011121784935264301,8,719
5042,Lierne,14,0.012512008052172301,9,719
5042,Lierne,I alt,0.08619383324829799,62,719
5043,Raarvihke,11,,,250
5043,Raarvihke,12,0.0359804266479035,9,250
5043,Raarvihke,13,0.0159913007324016,4,250
5043,Raarvihke,14,,,250
5043,Raarvihke,I alt,0.0559695525634055,14,250
5044,Namsskogan,11,,,422
5044,Namsskogan,12,0.0782079478234491,33,422
5044,Namsskogan,13,0.033179129379645095,14,422
5044,Namsskogan,14,,,422
5044,Namsskogan,I alt,0.116126952828758,49,422
5045,Grong,11,,,1200
5045,Grong,12,0.0458508712916024,55,1200
5045,Grong,13,0.011671130874226101,14,1200
5045,Grong,14,0.005835565437113031,7,1200
5045,Grong,I alt,0.065858524218847,79,1200
5046,Høylandet,11,,,642
5046,Høylandet,12,0.0311648323565755,20,642
5046,Høylandet,13,0.0202571410317741,13,642
5046,Høylandet,14,,,642
5046,Høylandet,I alt,0.0592131814774935,38,642
5047,Overhalla,11,0.00441534459802212,9,2038
5047,Overhalla,12,0.0436628521359965,89,2038
5047,Overhalla,13,0.0171707845478638,35,2038
5047,Overhalla,14,0.0019623753768987203,4,2038
5047,Overhalla,I alt,0.0672113566587812,137,2038
5049,Flatanger,11,,,600
5049,Flatanger,12,0.0399933344442593,24,600
5049,Flatanger,13,0.0149975004165972,9,600
5049,Flatanger,14,0.00999833361106482,6,600
5049,Flatanger,I alt,0.0699883352774538,42,600
5052,Leka,11,,,276
5052,Leka,12,0.0289547690314268,8,276
5052,Leka,13,,,276
5052,Leka,14,,,276
5052,Leka,I alt,0.0470514996760685,13,276
5053,Inderøy,11,0.00831683333006601,28,3367
5053,Inderøy,12,0.0409901071267539,138,3367
5053,Inderøy,13,0.016930696421920098,57,3367
5053,Inderøy,14,0.005346535712185289,18,3367
5053,Inderøy,I alt,0.0715841725909253,241,3367
5054,Indre,11,0.0052135907884673805,26,4987
5054,Indre,12,0.042310294475639096,211,4987
5054,Indre,13,0.024864817606536704,124,4987
5054,Indre,14,0.009825613409034671,49,4987
5054,Indre,I alt,0.0822143162796779,410,4987
5055,Heim,11,,12,
5055,Heim,12,,117,
5055,Heim,13,,52,
5055,Heim,14,,21,
5055,Heim,I alt,,202,
5056,Hitra,11,,21,
5056,Hitra,12,,109,
5056,Hitra,13,,58,
5056,Hitra,14,,19,
5056,Hitra,I alt,,207,
5057,Ørland,11,0.0044789658029013605,23,5135
5057,Ørland,12,0.0455686086034312,234,5135
5057,Ørland,13,0.0171369126371878,88,5135
5057,Ørland,14,0.00895793160580271,46,5135
5057,Ørland,I alt,0.0761424186493231,391,5135
5058,Åfjord,11,0.0040360228492706905,9,2230
5058,Åfjord,12,0.0412571224592115,92,2230
5058,Åfjord,13,0.0188347732965966,42,2230
5058,Åfjord,14,0.009417386648298281,21,2230
5058,Åfjord,I alt,0.073545305253377,164,2230
5059,Orkland,11,,56,
5059,Orkland,12,,514,
5059,Orkland,13,,197,
5059,Orkland,14,,72,
5059,Orkland,I alt,,839,
5060,Nærøysund,11,0.00178890165413773,9,5031
5060,Nærøysund,12,0.0288211933166634,145,5031
5060,Nærøysund,13,0.0119260110275849,60,5031
5060,Nærøysund,14,0.00357780330827546,18,5031
5060,Nærøysund,I alt,0.046113909306661496,232,5031
5061,Rindal,11,0.0106845701208911,11,1030
5061,Rindal,12,0.0339963594755624,35,1030
5061,Rindal,13,0.018455166572448202,19,1030
5061,Rindal,14,0.0106845701208911,11,1030
5061,Rindal,I alt,0.0738206662897927,76,1030
5401,Tromsø,11,0.00688936899430872,304,44126
5401,Tromsø,12,0.0673753092765784,2973,44126
5401,Tromsø,13,0.0246566890322628,1088,44126
5401,Tromsø,14,0.0100394423173644,443,44126
5401,Tromsø,I alt,0.108960809620514,4808,44126
5402,Harstad,11,0.0051466113619087804,66,12824
5402,Harstad,12,0.0704929798661444,904,12824
5402,Harstad,13,0.0207424033676929,266,12824
5402,Harstad,14,0.008499706643152371,109,12824
5402,Harstad,I alt,0.10488170123889899,1345,12824
5403,Alta,11,0.006437217051444521,71,11030
5403,Alta,12,0.07806258987737649,861,11030
5403,Alta,13,0.026292858379139597,290,11030
5403,Alta,14,0.011786453756166,130,11030
5403,Alta,I alt,0.122579119064127,1352,11030
5404,Vardø,11,,,1030
5404,Vardø,12,0.0456407721641786,47,1030
5404,Vardø,13,0.015537284140997,16,1030
5404,Vardø,14,0.00582648155287386,6,1030
5404,Vardø,I alt,0.0699177786344864,72,1030
5405,Vadsø,11,0.00523969646438382,16,3054
5405,Vadsø,12,0.048794673324574295,149,3054
5405,Vadsø,13,0.023578634089727202,72,3054
5405,Vadsø,14,0.00785954469657573,24,3054
5405,Vadsø,I alt,0.085472548575261,261,3054
5406,Hammerfest,11,0.00442765659791201,28,6324
5406,Hammerfest,12,0.044750957757467805,283,6324
5406,Hammerfest,13,0.0173943652060829,110,6324
5406,Hammerfest,14,0.0113854026803452,72,6324
5406,Hammerfest,I alt,0.0779583822418079,493,6324
5411,Kvæfjord,11,0.0028953909718814103,4,1382
5411,Kvæfjord,12,0.0535647329798061,74,1382
5411,Kvæfjord,13,0.011581563887525601,16,1382
5411,Kvæfjord,14,0.00506693420079247,7,1382
5411,Kvæfjord,I alt,0.0731086220400056,101,1382
5412,Tjeldsund,11,0.00202655496295711,4,1974
5412,Tjeldsund,12,0.0385045442961851,76,1974
5412,Tjeldsund,13,0.0243186595554853,48,1974
5412,Tjeldsund,14,0.00810621985182843,16,1974
5412,Tjeldsund,I alt,0.0729559786664559,144,1974
5413,Ibestad,11,,,609
5413,Ibestad,12,0.0312042201244227,19,609
5413,Ibestad,13,0.0164232737496962,10,609
5413,Ibestad,14,,,609
5413,Ibestad,I alt,0.0541968033739974,33,609
5414,Gratangen,11,0.0159541795961997,8,501
5414,Gratangen,12,0.0219369969447746,11,501
5414,Gratangen,13,0.0119656346971498,6,501
5414,Gratangen,14,0.00997136224762482,5,501
5414,Gratangen,I alt,0.0598281734857489,30,501
5415,Loabák,11,,,445
5415,Loabák,12,0.0224578298100741,10,445
5415,Loabák,13,0.0157204808670519,7,445
5415,Loabák,14,,,445
5415,Loabák,I alt,0.0471614426011557,21,445
5416,Bardu,11,0.0035355193744252,8,2263
5416,Bardu,12,0.0269583352299922,61,2263
5416,Bardu,13,0.011932377888685099,27,2263
5416,Bardu,14,0.00220969960901575,5,2263
5416,Bardu,I alt,0.0446359321021182,101,2263
5417,Salangen,11,,,1059
5417,Salangen,12,0.0396720819058468,42,1059
5417,Salangen,13,0.0151131740593702,16,1059
5417,Salangen,14,0.00377829351484255,4,1059
5417,Salangen,I alt,0.058563549480059596,62,1059
5418,Målselv,11,0.00426531427768635,16,3751
5418,Målselv,12,0.0343890963638462,129,3751
5418,Målselv,13,0.010929867836571301,41,3751
5418,Målselv,14,0.00586480713181874,22,3751
5418,Målselv,I alt,0.0554490856099226,208,3751
5419,Sørreisa,11,0.0060249674651756905,11,1826
5419,Sørreisa,12,0.0399838749961659,73,1826
5419,Sørreisa,13,0.0158840051354632,29,1826
5419,Sørreisa,14,0.0060249674651756905,11,1826
5419,Sørreisa,I alt,0.0679178150619805,124,1826
5420,Dyrøy,11,,,515
5420,Dyrøy,12,0.0524592712047175,27,515
5420,Dyrøy,13,0.021372295675995998,11,515
5420,Dyrøy,14,0.00971467985272545,5,515
5420,Dyrøy,I alt,0.0835462467334389,43,515
5421,Senja,11,0.00280066655864096,21,7498
5421,Senja,12,0.0477446965711173,358,7498
5421,Senja,13,0.0170707295002877,128,7498
5421,Senja,14,0.00866872982436487,65,7498
5421,Senja,I alt,0.0762848224544108,572,7498
5422,Balsfjord,11,0.0042791427450700695,12,2804
5422,Balsfjord,12,0.0495667367970617,139,2804
5422,Balsfjord,13,0.018899547124059498,53,2804
5422,Balsfjord,14,0.00499233320258175,14,2804
5422,Balsfjord,I alt,0.077737759868773,218,2804
5423,Karlsøy,11,0.0045926334160007395,5,1089
5423,Karlsøy,12,0.0394966473776063,43,1089
5423,Karlsøy,13,0.0128593735648021,14,1089
5423,Karlsøy,14,0.00367410673280059,4,1089
5423,Karlsøy,I alt,0.0606227610912097,66,1089
5424,Lyngen,11,0.00665456521658761,9,1352
5424,Lyngen,12,0.0428849758402313,58,1352
5424,Lyngen,13,0.0170061111090572,23,1352
5424,Lyngen,14,0.0133091304331752,18,1352
5424,Lyngen,I alt,0.0798547825990513,108,1352
5425,Storfjord,11,,,904
5425,Storfjord,12,0.0586291617025466,53,904
5425,Storfjord,13,0.0199117907669026,18,904
5425,Storfjord,14,0.00884968478529005,8,904
5425,Storfjord,I alt,0.08739063725473929,79,904
5426,Gáivuotna,11,,,1013
5426,Gáivuotna,12,0.0355337965887555,36,1013
5426,Gáivuotna,13,0.0118445988629185,12,1013
5426,Gáivuotna,14,,,1013
5426,Gáivuotna,I alt,0.0523136449778901,53,1013
5427,Skjervøy,11,0.00336050638798659,5,1488
5427,Skjervøy,12,0.0262119498262954,39,1488
5427,Skjervøy,13,0.010753620441557098,16,1488
5427,Skjervøy,14,0.00470470894318123,7,1488
5427,Skjervøy,I alt,0.0450307855990203,67,1488
5428,Nordreisa,11,0.00290243265319661,7,2412
5428,Nordreisa,12,0.041463323617094504,100,2412
5428,Nordreisa,13,0.0194877621000344,47,2412
5428,Nordreisa,14,0.011195097376615499,27,2412
5428,Nordreisa,I alt,0.07504861574694101,181,2412
5429,Kvænangen,11,,,581
5429,Kvænangen,12,0.0258272022424899,15,581
5429,Kvænangen,13,0.0137745078626613,8,581
5429,Kvænangen,14,,,581
5429,Kvænangen,I alt,0.04821077751931439,28,581
5430,Guovdageaidnu,11,,,1572
5430,Guovdageaidnu,12,0.0337065860761273,53,1572
5430,Guovdageaidnu,13,0.0139914130882038,22,1572
5430,Guovdageaidnu,14,0.007631679866292969,12,1572
5430,Guovdageaidnu,I alt,0.056601625675006206,89,1572
5432,Loppa,11,,,425
5432,Loppa,12,0.0400276897430222,17,425
5432,Loppa,13,0.0376731197581386,16,425
5432,Loppa,14,,,425
5432,Loppa,I alt,0.0847645194558118,36,425
5433,Hasvik,11,,,520
5433,Hasvik,12,0.0211658944322153,11,520
5433,Hasvik,13,0.00962086110555239,5,520
5433,Hasvik,14,,,520
5433,Hasvik,I alt,0.0384834444222096,20,520
5434,Måsøy,11,0.00835188844549641,5,599
5434,Måsøy,12,0.0417594422274821,25,599
5434,Måsøy,13,0.0133630215127943,8,599
5434,Måsøy,14,0.0133630215127943,8,599
5434,Måsøy,I alt,0.076837373698567,46,599
5435,Nordkapp,11,0.00949865504981154,16,1684
5435,Nordkapp,12,0.0783639041609452,132,1684
5435,Nordkapp,13,0.014247982574717299,24,1684
5435,Nordkapp,14,0.010685986931038,18,1684
5435,Nordkapp,I alt,0.112796528716512,190,1684
5436,Porsanger,11,,,2015
5436,Porsanger,12,0.0481335830986614,97,2015
5436,Porsanger,13,0.0193526777406989,39,2015
5436,Porsanger,14,0.00942822761726358,19,2015
5436,Porsanger,I alt,0.0784031559751393,158,2015
5437,Kárášjohka,11,,,1465
5437,Kárášjohka,12,0.0266151651846342,39,1465
5437,Kárášjohka,13,0.017061003323483398,25,1465
