country_region_code,date,category,mob_change
NO,2022-01-05,Residential,11.0
NO,2022-01-06,Residential,11.0
NO,2022-01-07,Residential,12.0
NO,2022-01-08,Residential,7.0
NO,2022-01-09,Residential,7.0
NO,2022-01-10,Residential,10.0
NO,2022-01-11,Residential,10.0
NO,2022-01-12,Residential,11.0
NO,2022-01-13,Residential,11.0
NO,2022-01-14,Residential,10.0
NO,2022-01-15,Residential,5.0
NO,2022-01-16,Residential,6.0
NO,2022-01-17,Residential,9.0
NO,2022-01-18,Residential,9.0
NO,2022-01-19,Residential,9.0
NO,2022-01-20,Residential,9.0
NO,2022-01-21,Residential,9.0
NO,2022-01-22,Residential,5.0
NO,2022-01-23,Residential,5.0
NO,2022-01-24,Residential,9.0
NO,2022-01-25,Residential,9.0
NO,2022-01-26,Residential,9.0
NO,2022-01-27,Residential,9.0
NO,2022-01-28,Residential,9.0
NO,2022-01-29,Residential,5.0
NO,2022-01-30,Residential,4.0
NO,2022-01-31,Residential,8.0
NO,2022-02-01,Residential,9.0
NO,2022-02-02,Residential,8.0
NO,2022-02-03,Residential,8.0
NO,2022-02-04,Residential,9.0
NO,2022-02-05,Residential,5.0
NO,2022-02-06,Residential,4.0
NO,2022-02-07,Residential,7.0
NO,2022-02-08,Residential,7.0
NO,2022-02-09,Residential,8.0
NO,2022-02-10,Residential,7.0
NO,2022-02-11,Residential,8.0
NO,2022-02-12,Residential,4.0
NO,2022-02-13,Residential,3.0
NO,2022-02-14,Residential,7.0
NO,2022-02-15,Residential,6.0
NO,2022-02-16,Residential,7.0
NO,2022-02-17,Residential,6.0
NO,2022-02-18,Residential,6.0
NO,2022-02-19,Residential,2.0
NO,2022-02-20,Residential,3.0
NO,2022-02-21,Residential,7.0
NO,2022-02-22,Residential,7.0
NO,2022-02-23,Residential,7.0
NO,2022-02-24,Residential,7.0
NO,2022-02-25,Residential,7.0
NO,2022-02-26,Residential,2.0
NO,2022-02-27,Residential,1.0
NO,2022-02-28,Residential,6.0
NO,2022-03-01,Residential,5.0
NO,2022-03-02,Residential,5.0
NO,2022-03-03,Residential,5.0
NO,2022-03-04,Residential,5.0
NO,2022-03-05,Residential,2.0
NO,2022-03-06,Residential,1.0
NO,2022-03-07,Residential,5.0
NO,2022-03-08,Residential,4.0
NO,2022-03-09,Residential,4.0
NO,2022-03-10,Residential,4.0
