geo_type,region,transportation_type,alternative_name,sub-region,country,date,val
sub-region,Nordland,driving,NA,NA,Norway,2020-07-09,624.91
sub-region,Rogaland,driving,NA,NA,Norway,2020-07-09,236.59
sub-region,Rogaland,walking,NA,NA,Norway,2020-07-09,191.25
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-07-09,264.03
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-07-09,97.12
sub-region,Trøndelag,driving,NA,NA,Norway,2020-07-09,271.35
sub-region,Trøndelag,walking,NA,NA,Norway,2020-07-09,162.42
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-07-09,328.01
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-07-09,290.15
sub-region,Vestland,driving,NA,NA,Norway,2020-07-09,348.78
sub-region,Vestland,walking,NA,NA,Norway,2020-07-09,200.72
sub-region,Vestland,transit,NA,NA,Norway,2020-07-09,112.14
sub-region,Viken,driving,NA,NA,Norway,2020-07-09,187.32
sub-region,Viken,walking,NA,NA,Norway,2020-07-09,180.21
sub-region,Viken,transit,NA,NA,Norway,2020-07-09,109.07
country/region,Norway,driving,Norge,NA,NA,2020-07-10,276.68
country/region,Norway,transit,Norge,NA,NA,2020-07-10,106.37
country/region,Norway,walking,Norge,NA,NA,2020-07-10,173.57
city,Oslo,driving,NA,NA,Norway,2020-07-10,135.65
city,Oslo,transit,NA,NA,Norway,2020-07-10,88.49
city,Oslo,walking,NA,NA,Norway,2020-07-10,127.36
sub-region,Agder,driving,NA,NA,Norway,2020-07-10,494.46
sub-region,Agder,walking,NA,NA,Norway,2020-07-10,345.64
sub-region,Innlandet,driving,NA,NA,Norway,2020-07-10,429.33
sub-region,Innlandet,walking,NA,NA,Norway,2020-07-10,222.8
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-07-10,545.93
sub-region,Nordland,driving,NA,NA,Norway,2020-07-10,672.12
sub-region,Rogaland,driving,NA,NA,Norway,2020-07-10,253.03
sub-region,Rogaland,walking,NA,NA,Norway,2020-07-10,213.26
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-07-10,273.15
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-07-10,97.3
sub-region,Trøndelag,driving,NA,NA,Norway,2020-07-10,296.84
sub-region,Trøndelag,walking,NA,NA,Norway,2020-07-10,180.26
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-07-10,381.36
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-07-10,271.62
sub-region,Vestland,driving,NA,NA,Norway,2020-07-10,350.67
sub-region,Vestland,walking,NA,NA,Norway,2020-07-10,200.82
sub-region,Vestland,transit,NA,NA,Norway,2020-07-10,109.82
sub-region,Viken,driving,NA,NA,Norway,2020-07-10,196.51
sub-region,Viken,walking,NA,NA,Norway,2020-07-10,168.32
sub-region,Viken,transit,NA,NA,Norway,2020-07-10,115.03
country/region,Norway,driving,Norge,NA,NA,2020-07-11,261.1
country/region,Norway,transit,Norge,NA,NA,2020-07-11,105
country/region,Norway,walking,Norge,NA,NA,2020-07-11,182.76
city,Oslo,driving,NA,NA,Norway,2020-07-11,120.91
city,Oslo,transit,NA,NA,Norway,2020-07-11,90.21
city,Oslo,walking,NA,NA,Norway,2020-07-11,138.75
sub-region,Agder,driving,NA,NA,Norway,2020-07-11,471.83
sub-region,Agder,walking,NA,NA,Norway,2020-07-11,373.68
sub-region,Innlandet,driving,NA,NA,Norway,2020-07-11,413.27
sub-region,Innlandet,walking,NA,NA,Norway,2020-07-11,218.72
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-07-11,554.4
sub-region,Nordland,driving,NA,NA,Norway,2020-07-11,671.96
sub-region,Rogaland,driving,NA,NA,Norway,2020-07-11,231.31
sub-region,Rogaland,walking,NA,NA,Norway,2020-07-11,225.72
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-07-11,255.77
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-07-11,96.88
sub-region,Trøndelag,driving,NA,NA,Norway,2020-07-11,295.07
sub-region,Trøndelag,walking,NA,NA,Norway,2020-07-11,187.55
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-07-11,350.2
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-07-11,270.35
sub-region,Vestland,driving,NA,NA,Norway,2020-07-11,345.05
sub-region,Vestland,walking,NA,NA,Norway,2020-07-11,208.04
sub-region,Vestland,transit,NA,NA,Norway,2020-07-11,102.78
sub-region,Viken,driving,NA,NA,Norway,2020-07-11,177.51
sub-region,Viken,walking,NA,NA,Norway,2020-07-11,172.86
sub-region,Viken,transit,NA,NA,Norway,2020-07-11,117
country/region,Norway,driving,Norge,NA,NA,2020-07-12,284.19
country/region,Norway,transit,Norge,NA,NA,2020-07-12,102.19
country/region,Norway,walking,Norge,NA,NA,2020-07-12,136.6
city,Oslo,driving,NA,NA,Norway,2020-07-12,115.87
city,Oslo,transit,NA,NA,Norway,2020-07-12,74.81
city,Oslo,walking,NA,NA,Norway,2020-07-12,89.17
sub-region,Agder,driving,NA,NA,Norway,2020-07-12,527.43
sub-region,Agder,walking,NA,NA,Norway,2020-07-12,338.11
sub-region,Innlandet,driving,NA,NA,Norway,2020-07-12,470.56
sub-region,Innlandet,walking,NA,NA,Norway,2020-07-12,210.34
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-07-12,598.58
sub-region,Nordland,driving,NA,NA,Norway,2020-07-12,759.93
sub-region,Rogaland,driving,NA,NA,Norway,2020-07-12,234.46
sub-region,Rogaland,walking,NA,NA,Norway,2020-07-12,142.02
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-07-12,275.04
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-07-12,77.53
sub-region,Trøndelag,driving,NA,NA,Norway,2020-07-12,313.18
sub-region,Trøndelag,walking,NA,NA,Norway,2020-07-12,134.87
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-07-12,402.51
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-07-12,217.11
sub-region,Vestland,driving,NA,NA,Norway,2020-07-12,387.77
sub-region,Vestland,walking,NA,NA,Norway,2020-07-12,172.54
sub-region,Vestland,transit,NA,NA,Norway,2020-07-12,104.36
sub-region,Viken,driving,NA,NA,Norway,2020-07-12,193.62
sub-region,Viken,walking,NA,NA,Norway,2020-07-12,139.93
sub-region,Viken,transit,NA,NA,Norway,2020-07-12,111.34
country/region,Norway,driving,Norge,NA,NA,2020-07-13,282.88
country/region,Norway,transit,Norge,NA,NA,2020-07-13,104.97
country/region,Norway,walking,Norge,NA,NA,2020-07-13,171.05
city,Oslo,driving,NA,NA,Norway,2020-07-13,127.06
city,Oslo,transit,NA,NA,Norway,2020-07-13,85.69
city,Oslo,walking,NA,NA,Norway,2020-07-13,115.7
sub-region,Agder,driving,NA,NA,Norway,2020-07-13,516.21
sub-region,Agder,walking,NA,NA,Norway,2020-07-13,364.43
sub-region,Innlandet,driving,NA,NA,Norway,2020-07-13,455.48
sub-region,Innlandet,walking,NA,NA,Norway,2020-07-13,225.58
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-07-13,629.28
sub-region,Nordland,driving,NA,NA,Norway,2020-07-13,780.55
sub-region,Rogaland,driving,NA,NA,Norway,2020-07-13,242.41
sub-region,Rogaland,walking,NA,NA,Norway,2020-07-13,199.12
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-07-13,283.16
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-07-13,107.97
sub-region,Trøndelag,driving,NA,NA,Norway,2020-07-13,312.42
sub-region,Trøndelag,walking,NA,NA,Norway,2020-07-13,178.17
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-07-13,370.47
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-07-13,271.01
sub-region,Vestland,driving,NA,NA,Norway,2020-07-13,378.2
sub-region,Vestland,walking,NA,NA,Norway,2020-07-13,205.62
sub-region,Vestland,transit,NA,NA,Norway,2020-07-13,108.16
sub-region,Viken,driving,NA,NA,Norway,2020-07-13,189.39
sub-region,Viken,walking,NA,NA,Norway,2020-07-13,169.29
sub-region,Viken,transit,NA,NA,Norway,2020-07-13,109.66
country/region,Norway,driving,Norge,NA,NA,2020-07-14,281.02
country/region,Norway,transit,Norge,NA,NA,2020-07-14,105.96
country/region,Norway,walking,Norge,NA,NA,2020-07-14,170.28
city,Oslo,driving,NA,NA,Norway,2020-07-14,121.81
city,Oslo,transit,NA,NA,Norway,2020-07-14,82.01
city,Oslo,walking,NA,NA,Norway,2020-07-14,102.05
sub-region,Agder,driving,NA,NA,Norway,2020-07-14,515.76
sub-region,Agder,walking,NA,NA,Norway,2020-07-14,406.34
sub-region,Innlandet,driving,NA,NA,Norway,2020-07-14,416.05
sub-region,Innlandet,walking,NA,NA,Norway,2020-07-14,219.91
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-07-14,704.06
sub-region,Nordland,driving,NA,NA,Norway,2020-07-14,790
sub-region,Rogaland,driving,NA,NA,Norway,2020-07-14,256.36
sub-region,Rogaland,walking,NA,NA,Norway,2020-07-14,238.43
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-07-14,288.34
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-07-14,96.82
sub-region,Trøndelag,driving,NA,NA,Norway,2020-07-14,311.32
sub-region,Trøndelag,walking,NA,NA,Norway,2020-07-14,185.13
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-07-14,345.02
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-07-14,277.28
sub-region,Vestland,driving,NA,NA,Norway,2020-07-14,393.93
sub-region,Vestland,walking,NA,NA,Norway,2020-07-14,231.84
sub-region,Vestland,transit,NA,NA,Norway,2020-07-14,124
sub-region,Viken,driving,NA,NA,Norway,2020-07-14,187.79
sub-region,Viken,walking,NA,NA,Norway,2020-07-14,157.51
sub-region,Viken,transit,NA,NA,Norway,2020-07-14,104.09
country/region,Norway,driving,Norge,NA,NA,2020-07-15,286.49
country/region,Norway,transit,Norge,NA,NA,2020-07-15,107.28
country/region,Norway,walking,Norge,NA,NA,2020-07-15,181.54
city,Oslo,driving,NA,NA,Norway,2020-07-15,128.63
city,Oslo,transit,NA,NA,Norway,2020-07-15,90.57
city,Oslo,walking,NA,NA,Norway,2020-07-15,123.91
sub-region,Agder,driving,NA,NA,Norway,2020-07-15,489.78
sub-region,Agder,walking,NA,NA,Norway,2020-07-15,340.64
sub-region,Innlandet,driving,NA,NA,Norway,2020-07-15,434.24
sub-region,Innlandet,walking,NA,NA,Norway,2020-07-15,254.52
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-07-15,743.07
sub-region,Nordland,driving,NA,NA,Norway,2020-07-15,795.24
sub-region,Rogaland,driving,NA,NA,Norway,2020-07-15,261.84
sub-region,Rogaland,walking,NA,NA,Norway,2020-07-15,217.59
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-07-15,302.89
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-07-15,113.24
sub-region,Trøndelag,driving,NA,NA,Norway,2020-07-15,302.61
sub-region,Trøndelag,walking,NA,NA,Norway,2020-07-15,206.24
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-07-15,356.51
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-07-15,263.2
sub-region,Vestland,driving,NA,NA,Norway,2020-07-15,410.64
sub-region,Vestland,walking,NA,NA,Norway,2020-07-15,234.98
sub-region,Vestland,transit,NA,NA,Norway,2020-07-15,113.72
sub-region,Viken,driving,NA,NA,Norway,2020-07-15,187.41
sub-region,Viken,walking,NA,NA,Norway,2020-07-15,168.96
sub-region,Viken,transit,NA,NA,Norway,2020-07-15,108.33
country/region,Norway,driving,Norge,NA,NA,2020-07-16,280.97
country/region,Norway,transit,Norge,NA,NA,2020-07-16,107.3
country/region,Norway,walking,Norge,NA,NA,2020-07-16,179.26
city,Oslo,driving,NA,NA,Norway,2020-07-16,129.37
city,Oslo,transit,NA,NA,Norway,2020-07-16,91.38
city,Oslo,walking,NA,NA,Norway,2020-07-16,128.85
sub-region,Agder,driving,NA,NA,Norway,2020-07-16,491.86
sub-region,Agder,walking,NA,NA,Norway,2020-07-16,360.25
sub-region,Innlandet,driving,NA,NA,Norway,2020-07-16,433.25
sub-region,Innlandet,walking,NA,NA,Norway,2020-07-16,220.44
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-07-16,726.73
sub-region,Nordland,driving,NA,NA,Norway,2020-07-16,698.64
sub-region,Rogaland,driving,NA,NA,Norway,2020-07-16,254.94
sub-region,Rogaland,walking,NA,NA,Norway,2020-07-16,224.55
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-07-16,289.48
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-07-16,99.58
sub-region,Trøndelag,driving,NA,NA,Norway,2020-07-16,297.64
sub-region,Trøndelag,walking,NA,NA,Norway,2020-07-16,193.92
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-07-16,354.63
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-07-16,264.25
sub-region,Vestland,driving,NA,NA,Norway,2020-07-16,404.66
sub-region,Vestland,walking,NA,NA,Norway,2020-07-16,226.24
sub-region,Vestland,transit,NA,NA,Norway,2020-07-16,120.95
sub-region,Viken,driving,NA,NA,Norway,2020-07-16,184.65
sub-region,Viken,walking,NA,NA,Norway,2020-07-16,164.2
sub-region,Viken,transit,NA,NA,Norway,2020-07-16,105.62
country/region,Norway,driving,Norge,NA,NA,2020-07-17,297.32
country/region,Norway,transit,Norge,NA,NA,2020-07-17,113.74
country/region,Norway,walking,Norge,NA,NA,2020-07-17,179.96
city,Oslo,driving,NA,NA,Norway,2020-07-17,127.53
city,Oslo,transit,NA,NA,Norway,2020-07-17,91.57
city,Oslo,walking,NA,NA,Norway,2020-07-17,129.8
sub-region,Agder,driving,NA,NA,Norway,2020-07-17,540.95
sub-region,Agder,walking,NA,NA,Norway,2020-07-17,383.82
sub-region,Innlandet,driving,NA,NA,Norway,2020-07-17,476.11
sub-region,Innlandet,walking,NA,NA,Norway,2020-07-17,229.77
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-07-17,720.88
sub-region,Nordland,driving,NA,NA,Norway,2020-07-17,799.57
sub-region,Rogaland,driving,NA,NA,Norway,2020-07-17,252.6
sub-region,Rogaland,walking,NA,NA,Norway,2020-07-17,199.12
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-07-17,303.73
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-07-17,109.35
sub-region,Trøndelag,driving,NA,NA,Norway,2020-07-17,338.51
sub-region,Trøndelag,walking,NA,NA,Norway,2020-07-17,185.52
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-07-17,399.58
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-07-17,282.78
sub-region,Vestland,driving,NA,NA,Norway,2020-07-17,401.42
sub-region,Vestland,walking,NA,NA,Norway,2020-07-17,206.47
sub-region,Vestland,transit,NA,NA,Norway,2020-07-17,122.89
sub-region,Viken,driving,NA,NA,Norway,2020-07-17,194.04
sub-region,Viken,walking,NA,NA,Norway,2020-07-17,168.47
sub-region,Viken,transit,NA,NA,Norway,2020-07-17,111.83
country/region,Norway,driving,Norge,NA,NA,2020-07-18,272.18
country/region,Norway,transit,Norge,NA,NA,2020-07-18,107.75
country/region,Norway,walking,Norge,NA,NA,2020-07-18,176.64
city,Oslo,driving,NA,NA,Norway,2020-07-18,117.92
city,Oslo,transit,NA,NA,Norway,2020-07-18,89.7
city,Oslo,walking,NA,NA,Norway,2020-07-18,124.67
sub-region,Agder,driving,NA,NA,Norway,2020-07-18,521.78
sub-region,Agder,walking,NA,NA,Norway,2020-07-18,348.47
sub-region,Innlandet,driving,NA,NA,Norway,2020-07-18,431.01
sub-region,Innlandet,walking,NA,NA,Norway,2020-07-18,258.77
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-07-18,629.78
sub-region,Nordland,driving,NA,NA,Norway,2020-07-18,645.24
sub-region,Rogaland,driving,NA,NA,Norway,2020-07-18,241.69
sub-region,Rogaland,walking,NA,NA,Norway,2020-07-18,197.62
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-07-18,257.55
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-07-18,99.58
sub-region,Trøndelag,driving,NA,NA,Norway,2020-07-18,300.65
sub-region,Trøndelag,walking,NA,NA,Norway,2020-07-18,183.59
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-07-18,378.97
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-07-18,274.04
sub-region,Vestland,driving,NA,NA,Norway,2020-07-18,374.55
sub-region,Vestland,walking,NA,NA,Norway,2020-07-18,224.8
sub-region,Vestland,transit,NA,NA,Norway,2020-07-18,122.15
sub-region,Viken,driving,NA,NA,Norway,2020-07-18,180.36
sub-region,Viken,walking,NA,NA,Norway,2020-07-18,166.31
sub-region,Viken,transit,NA,NA,Norway,2020-07-18,108.72
country/region,Norway,driving,Norge,NA,NA,2020-07-19,289.47
country/region,Norway,transit,Norge,NA,NA,2020-07-19,105.18
country/region,Norway,walking,Norge,NA,NA,2020-07-19,138.87
city,Oslo,driving,NA,NA,Norway,2020-07-19,113.54
city,Oslo,transit,NA,NA,Norway,2020-07-19,77.29
city,Oslo,walking,NA,NA,Norway,2020-07-19,82.13
sub-region,Agder,driving,NA,NA,Norway,2020-07-19,533.74
sub-region,Agder,walking,NA,NA,Norway,2020-07-19,319.84
sub-region,Innlandet,driving,NA,NA,Norway,2020-07-19,482.23
sub-region,Innlandet,walking,NA,NA,Norway,2020-07-19,211.34
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-07-19,682.56
sub-region,Nordland,driving,NA,NA,Norway,2020-07-19,683.11
sub-region,Rogaland,driving,NA,NA,Norway,2020-07-19,249.92
sub-region,Rogaland,walking,NA,NA,Norway,2020-07-19,167.24
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-07-19,295.26
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-07-19,102.16
sub-region,Trøndelag,driving,NA,NA,Norway,2020-07-19,295.67
sub-region,Trøndelag,walking,NA,NA,Norway,2020-07-19,137.06
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-07-19,408.98
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-07-19,232.95
sub-region,Vestland,driving,NA,NA,Norway,2020-07-19,406.9
sub-region,Vestland,walking,NA,NA,Norway,2020-07-19,173.32
sub-region,Vestland,transit,NA,NA,Norway,2020-07-19,125.67
sub-region,Viken,driving,NA,NA,Norway,2020-07-19,198.65
sub-region,Viken,walking,NA,NA,Norway,2020-07-19,142.15
sub-region,Viken,transit,NA,NA,Norway,2020-07-19,107.1
country/region,Norway,driving,Norge,NA,NA,2020-07-20,294.57
country/region,Norway,transit,Norge,NA,NA,2020-07-20,111.89
country/region,Norway,walking,Norge,NA,NA,2020-07-20,176.52
city,Oslo,driving,NA,NA,Norway,2020-07-20,129.77
city,Oslo,transit,NA,NA,Norway,2020-07-20,86.01
city,Oslo,walking,NA,NA,Norway,2020-07-20,114.94
sub-region,Agder,driving,NA,NA,Norway,2020-07-20,512.83
sub-region,Agder,walking,NA,NA,Norway,2020-07-20,378.3
sub-region,Innlandet,driving,NA,NA,Norway,2020-07-20,485.83
sub-region,Innlandet,walking,NA,NA,Norway,2020-07-20,240.87
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-07-20,665.08
sub-region,Nordland,driving,NA,NA,Norway,2020-07-20,740.46
sub-region,Rogaland,driving,NA,NA,Norway,2020-07-20,251.08
sub-region,Rogaland,walking,NA,NA,Norway,2020-07-20,221.13
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-07-20,306.32
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-07-20,103.12
sub-region,Trøndelag,driving,NA,NA,Norway,2020-07-20,311.54
sub-region,Trøndelag,walking,NA,NA,Norway,2020-07-20,177.35
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-07-20,398.8
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-07-20,297.3
sub-region,Vestland,driving,NA,NA,Norway,2020-07-20,405.76
sub-region,Vestland,walking,NA,NA,Norway,2020-07-20,230.16
sub-region,Vestland,transit,NA,NA,Norway,2020-07-20,127.8
sub-region,Viken,driving,NA,NA,Norway,2020-07-20,200.32
sub-region,Viken,walking,NA,NA,Norway,2020-07-20,166.59
sub-region,Viken,transit,NA,NA,Norway,2020-07-20,122.23
country/region,Norway,driving,Norge,NA,NA,2020-07-21,279.91
country/region,Norway,transit,Norge,NA,NA,2020-07-21,109.36
country/region,Norway,walking,Norge,NA,NA,2020-07-21,179.38
city,Oslo,driving,NA,NA,Norway,2020-07-21,121.85
city,Oslo,transit,NA,NA,Norway,2020-07-21,89.41
city,Oslo,walking,NA,NA,Norway,2020-07-21,121.56
sub-region,Agder,driving,NA,NA,Norway,2020-07-21,496.66
sub-region,Agder,walking,NA,NA,Norway,2020-07-21,378.3
sub-region,Innlandet,driving,NA,NA,Norway,2020-07-21,452.58
sub-region,Innlandet,walking,NA,NA,Norway,2020-07-21,239.4
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-07-21,647.13
sub-region,Nordland,driving,NA,NA,Norway,2020-07-21,724.77
sub-region,Rogaland,driving,NA,NA,Norway,2020-07-21,258.72
sub-region,Rogaland,walking,NA,NA,Norway,2020-07-21,230.89
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-07-21,298.13
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-07-21,96.05
sub-region,Trøndelag,driving,NA,NA,Norway,2020-07-21,291.2
sub-region,Trøndelag,walking,NA,NA,Norway,2020-07-21,176.63
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-07-21,355.79
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-07-21,280.09
sub-region,Vestland,driving,NA,NA,Norway,2020-07-21,405.94
sub-region,Vestland,walking,NA,NA,Norway,2020-07-21,242.41
sub-region,Vestland,transit,NA,NA,Norway,2020-07-21,129.66
sub-region,Viken,driving,NA,NA,Norway,2020-07-21,184.59
sub-region,Viken,walking,NA,NA,Norway,2020-07-21,166.31
sub-region,Viken,transit,NA,NA,Norway,2020-07-21,107.84
country/region,Norway,driving,Norge,NA,NA,2020-07-22,277.55
country/region,Norway,transit,Norge,NA,NA,2020-07-22,105.04
country/region,Norway,walking,Norge,NA,NA,2020-07-22,179.91
city,Oslo,driving,NA,NA,Norway,2020-07-22,125.61
city,Oslo,transit,NA,NA,Norway,2020-07-22,82.77
city,Oslo,walking,NA,NA,Norway,2020-07-22,124.22
sub-region,Agder,driving,NA,NA,Norway,2020-07-22,482.34
sub-region,Agder,walking,NA,NA,Norway,2020-07-22,370.99
sub-region,Innlandet,driving,NA,NA,Norway,2020-07-22,433.54
sub-region,Innlandet,walking,NA,NA,Norway,2020-07-22,234.02
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-07-22,655.62
sub-region,Nordland,driving,NA,NA,Norway,2020-07-22,677.83
sub-region,Rogaland,driving,NA,NA,Norway,2020-07-22,251.78
sub-region,Rogaland,walking,NA,NA,Norway,2020-07-22,237.68
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-07-22,285.08
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-07-22,100.48
sub-region,Trøndelag,driving,NA,NA,Norway,2020-07-22,287.66
sub-region,Trøndelag,walking,NA,NA,Norway,2020-07-22,172.32
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-07-22,350.48
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-07-22,258.31
sub-region,Vestland,driving,NA,NA,Norway,2020-07-22,404.9
sub-region,Vestland,walking,NA,NA,Norway,2020-07-22,246.27
sub-region,Vestland,transit,NA,NA,Norway,2020-07-22,123.54
sub-region,Viken,driving,NA,NA,Norway,2020-07-22,190.04
sub-region,Viken,walking,NA,NA,Norway,2020-07-22,168.34
sub-region,Viken,transit,NA,NA,Norway,2020-07-22,108.67
country/region,Norway,driving,Norge,NA,NA,2020-07-23,279.42
country/region,Norway,transit,Norge,NA,NA,2020-07-23,107.53
