geo_type,region,transportation_type,alternative_name,sub-region,country,date,val
sub-region,Viken,driving,NA,NA,Norway,2020-06-23,170.85
sub-region,Viken,walking,NA,NA,Norway,2020-06-23,168.41
sub-region,Viken,transit,NA,NA,Norway,2020-06-23,116.07
country/region,Norway,driving,Norge,NA,NA,2020-06-24,198.51
country/region,Norway,transit,Norge,NA,NA,2020-06-24,100.91
country/region,Norway,walking,Norge,NA,NA,2020-06-24,147.58
city,Oslo,driving,NA,NA,Norway,2020-06-24,156.92
city,Oslo,transit,NA,NA,Norway,2020-06-24,101.85
city,Oslo,walking,NA,NA,Norway,2020-06-24,127.27
sub-region,Agder,driving,NA,NA,Norway,2020-06-24,253.45
sub-region,Agder,walking,NA,NA,Norway,2020-06-24,199.55
sub-region,Innlandet,driving,NA,NA,Norway,2020-06-24,230.63
sub-region,Innlandet,walking,NA,NA,Norway,2020-06-24,147.73
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-06-24,361.3
sub-region,Nordland,driving,NA,NA,Norway,2020-06-24,336.76
sub-region,Rogaland,driving,NA,NA,Norway,2020-06-24,187.43
sub-region,Rogaland,walking,NA,NA,Norway,2020-06-24,174.2
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-06-24,175.78
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-06-24,77.17
sub-region,Trøndelag,driving,NA,NA,Norway,2020-06-24,189.81
sub-region,Trøndelag,walking,NA,NA,Norway,2020-06-24,135.95
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-06-24,208.5
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-06-24,195.21
sub-region,Vestland,driving,NA,NA,Norway,2020-06-24,225.11
sub-region,Vestland,walking,NA,NA,Norway,2020-06-24,150.43
sub-region,Vestland,transit,NA,NA,Norway,2020-06-24,90.92
sub-region,Viken,driving,NA,NA,Norway,2020-06-24,182.06
sub-region,Viken,walking,NA,NA,Norway,2020-06-24,171.42
sub-region,Viken,transit,NA,NA,Norway,2020-06-24,112.86
country/region,Norway,driving,Norge,NA,NA,2020-06-25,206.3
country/region,Norway,transit,Norge,NA,NA,2020-06-25,99.41
country/region,Norway,walking,Norge,NA,NA,2020-06-25,150.49
city,Oslo,driving,NA,NA,Norway,2020-06-25,164.62
city,Oslo,transit,NA,NA,Norway,2020-06-25,98.97
city,Oslo,walking,NA,NA,Norway,2020-06-25,135.49
sub-region,Agder,driving,NA,NA,Norway,2020-06-25,264.88
sub-region,Agder,walking,NA,NA,Norway,2020-06-25,203.21
sub-region,Innlandet,driving,NA,NA,Norway,2020-06-25,249.84
sub-region,Innlandet,walking,NA,NA,Norway,2020-06-25,154.34
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-06-25,343.17
sub-region,Nordland,driving,NA,NA,Norway,2020-06-25,369.24
sub-region,Rogaland,driving,NA,NA,Norway,2020-06-25,188.65
sub-region,Rogaland,walking,NA,NA,Norway,2020-06-25,160.78
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-06-25,181.66
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-06-25,68.48
sub-region,Trøndelag,driving,NA,NA,Norway,2020-06-25,215.78
sub-region,Trøndelag,walking,NA,NA,Norway,2020-06-25,142.81
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-06-25,225.84
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-06-25,178
sub-region,Vestland,driving,NA,NA,Norway,2020-06-25,231.69
sub-region,Vestland,walking,NA,NA,Norway,2020-06-25,151.22
sub-region,Vestland,transit,NA,NA,Norway,2020-06-25,93.42
sub-region,Viken,driving,NA,NA,Norway,2020-06-25,180.97
sub-region,Viken,walking,NA,NA,Norway,2020-06-25,175.05
sub-region,Viken,transit,NA,NA,Norway,2020-06-25,113.26
country/region,Norway,driving,Norge,NA,NA,2020-06-26,225.97
country/region,Norway,transit,Norge,NA,NA,2020-06-26,102.35
country/region,Norway,walking,Norge,NA,NA,2020-06-26,162.12
city,Oslo,driving,NA,NA,Norway,2020-06-26,167.96
city,Oslo,transit,NA,NA,Norway,2020-06-26,101.03
city,Oslo,walking,NA,NA,Norway,2020-06-26,139.39
sub-region,Agder,driving,NA,NA,Norway,2020-06-26,300.64
sub-region,Agder,walking,NA,NA,Norway,2020-06-26,242.36
sub-region,Innlandet,driving,NA,NA,Norway,2020-06-26,296.21
sub-region,Innlandet,walking,NA,NA,Norway,2020-06-26,177.85
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-06-26,375.55
sub-region,Nordland,driving,NA,NA,Norway,2020-06-26,367.63
sub-region,Rogaland,driving,NA,NA,Norway,2020-06-26,201.21
sub-region,Rogaland,walking,NA,NA,Norway,2020-06-26,172.45
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-06-26,196.58
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-06-26,79.27
sub-region,Trøndelag,driving,NA,NA,Norway,2020-06-26,232.73
sub-region,Trøndelag,walking,NA,NA,Norway,2020-06-26,148.53
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-06-26,267.29
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-06-26,215.29
sub-region,Vestland,driving,NA,NA,Norway,2020-06-26,253.31
sub-region,Vestland,walking,NA,NA,Norway,2020-06-26,167.05
sub-region,Vestland,transit,NA,NA,Norway,2020-06-26,84.99
sub-region,Viken,driving,NA,NA,Norway,2020-06-26,200.83
sub-region,Viken,walking,NA,NA,Norway,2020-06-26,190.7
sub-region,Viken,transit,NA,NA,Norway,2020-06-26,116.07
country/region,Norway,driving,Norge,NA,NA,2020-06-27,189.48
country/region,Norway,transit,Norge,NA,NA,2020-06-27,98.14
country/region,Norway,walking,Norge,NA,NA,2020-06-27,153.86
city,Oslo,driving,NA,NA,Norway,2020-06-27,126.99
city,Oslo,transit,NA,NA,Norway,2020-06-27,99.83
city,Oslo,walking,NA,NA,Norway,2020-06-27,135.29
sub-region,Agder,driving,NA,NA,Norway,2020-06-27,276.91
sub-region,Agder,walking,NA,NA,Norway,2020-06-27,213.87
sub-region,Innlandet,driving,NA,NA,Norway,2020-06-27,247.5
sub-region,Innlandet,walking,NA,NA,Norway,2020-06-27,155.58
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-06-27,338.81
sub-region,Nordland,driving,NA,NA,Norway,2020-06-27,349.39
sub-region,Rogaland,driving,NA,NA,Norway,2020-06-27,172.41
sub-region,Rogaland,walking,NA,NA,Norway,2020-06-27,170.24
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-06-27,186.95
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-06-27,88.8
sub-region,Trøndelag,driving,NA,NA,Norway,2020-06-27,205.97
sub-region,Trøndelag,walking,NA,NA,Norway,2020-06-27,144.35
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-06-27,231.16
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-06-27,198.84
sub-region,Vestland,driving,NA,NA,Norway,2020-06-27,222.63
sub-region,Vestland,walking,NA,NA,Norway,2020-06-27,155.4
sub-region,Vestland,transit,NA,NA,Norway,2020-06-27,83.5
sub-region,Viken,driving,NA,NA,Norway,2020-06-27,157.89
sub-region,Viken,walking,NA,NA,Norway,2020-06-27,177.33
sub-region,Viken,transit,NA,NA,Norway,2020-06-27,107.34
country/region,Norway,driving,Norge,NA,NA,2020-06-28,214.64
country/region,Norway,transit,Norge,NA,NA,2020-06-28,88.92
country/region,Norway,walking,Norge,NA,NA,2020-06-28,101.34
city,Oslo,driving,NA,NA,Norway,2020-06-28,119.17
city,Oslo,transit,NA,NA,Norway,2020-06-28,75.81
city,Oslo,walking,NA,NA,Norway,2020-06-28,73.87
sub-region,Agder,driving,NA,NA,Norway,2020-06-28,310.4
sub-region,Agder,walking,NA,NA,Norway,2020-06-28,172.48
sub-region,Innlandet,driving,NA,NA,Norway,2020-06-28,296.65
sub-region,Innlandet,walking,NA,NA,Norway,2020-06-28,120.32
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-06-28,419.97
sub-region,Nordland,driving,NA,NA,Norway,2020-06-28,407.86
sub-region,Rogaland,driving,NA,NA,Norway,2020-06-28,185.29
sub-region,Rogaland,walking,NA,NA,Norway,2020-06-28,113.88
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-06-28,223.02
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-06-28,64.53
sub-region,Trøndelag,driving,NA,NA,Norway,2020-06-28,216.94
sub-region,Trøndelag,walking,NA,NA,Norway,2020-06-28,108.1
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-06-28,289.83
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-06-28,159.79
sub-region,Vestland,driving,NA,NA,Norway,2020-06-28,272.75
sub-region,Vestland,walking,NA,NA,Norway,2020-06-28,103.94
sub-region,Vestland,transit,NA,NA,Norway,2020-06-28,91.2
sub-region,Viken,driving,NA,NA,Norway,2020-06-28,180.78
sub-region,Viken,walking,NA,NA,Norway,2020-06-28,124.14
sub-region,Viken,transit,NA,NA,Norway,2020-06-28,105.47
country/region,Norway,driving,Norge,NA,NA,2020-06-29,209.55
country/region,Norway,transit,Norge,NA,NA,2020-06-29,97.34
country/region,Norway,walking,Norge,NA,NA,2020-06-29,137.91
city,Oslo,driving,NA,NA,Norway,2020-06-29,145.35
city,Oslo,transit,NA,NA,Norway,2020-06-29,87.54
city,Oslo,walking,NA,NA,Norway,2020-06-29,106.81
sub-region,Agder,driving,NA,NA,Norway,2020-06-29,300.24
sub-region,Agder,walking,NA,NA,Norway,2020-06-29,216.85
sub-region,Innlandet,driving,NA,NA,Norway,2020-06-29,266.56
sub-region,Innlandet,walking,NA,NA,Norway,2020-06-29,161.13
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-06-29,404.04
sub-region,Nordland,driving,NA,NA,Norway,2020-06-29,433.57
sub-region,Rogaland,driving,NA,NA,Norway,2020-06-29,191.57
sub-region,Rogaland,walking,NA,NA,Norway,2020-06-29,154.19
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-06-29,206.2
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-06-29,86.88
sub-region,Trøndelag,driving,NA,NA,Norway,2020-06-29,229.04
sub-region,Trøndelag,walking,NA,NA,Norway,2020-06-29,129.54
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-06-29,232.72
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-06-29,200.5
sub-region,Vestland,driving,NA,NA,Norway,2020-06-29,245.76
sub-region,Vestland,walking,NA,NA,Norway,2020-06-29,149.24
sub-region,Vestland,transit,NA,NA,Norway,2020-06-29,96.76
sub-region,Viken,driving,NA,NA,Norway,2020-06-29,172.16
sub-region,Viken,walking,NA,NA,Norway,2020-06-29,159.17
sub-region,Viken,transit,NA,NA,Norway,2020-06-29,112.91
country/region,Norway,driving,Norge,NA,NA,2020-06-30,211.89
country/region,Norway,transit,Norge,NA,NA,2020-06-30,98.18
country/region,Norway,walking,Norge,NA,NA,2020-06-30,142.26
city,Oslo,driving,NA,NA,Norway,2020-06-30,149.46
city,Oslo,transit,NA,NA,Norway,2020-06-30,90.65
city,Oslo,walking,NA,NA,Norway,2020-06-30,114.92
sub-region,Agder,driving,NA,NA,Norway,2020-06-30,318.12
sub-region,Agder,walking,NA,NA,Norway,2020-06-30,242.73
sub-region,Innlandet,driving,NA,NA,Norway,2020-06-30,273.87
sub-region,Innlandet,walking,NA,NA,Norway,2020-06-30,154.46
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-06-30,388.82
sub-region,Nordland,driving,NA,NA,Norway,2020-06-30,448.87
sub-region,Rogaland,driving,NA,NA,Norway,2020-06-30,197.22
sub-region,Rogaland,walking,NA,NA,Norway,2020-06-30,167.99
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-06-30,210.57
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-06-30,81.37
sub-region,Trøndelag,driving,NA,NA,Norway,2020-06-30,224.56
sub-region,Trøndelag,walking,NA,NA,Norway,2020-06-30,137.81
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-06-30,233.27
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-06-30,183.55
sub-region,Vestland,driving,NA,NA,Norway,2020-06-30,254.78
sub-region,Vestland,walking,NA,NA,Norway,2020-06-30,161.1
sub-region,Vestland,transit,NA,NA,Norway,2020-06-30,95.46
sub-region,Viken,driving,NA,NA,Norway,2020-06-30,169.59
sub-region,Viken,walking,NA,NA,Norway,2020-06-30,156.68
sub-region,Viken,transit,NA,NA,Norway,2020-06-30,109.02
country/region,Norway,driving,Norge,NA,NA,2020-07-01,219.72
country/region,Norway,transit,Norge,NA,NA,2020-07-01,103.73
country/region,Norway,walking,Norge,NA,NA,2020-07-01,158.32
city,Oslo,driving,NA,NA,Norway,2020-07-01,153.35
city,Oslo,transit,NA,NA,Norway,2020-07-01,97.5
city,Oslo,walking,NA,NA,Norway,2020-07-01,131.75
sub-region,Agder,driving,NA,NA,Norway,2020-07-01,339.48
sub-region,Agder,walking,NA,NA,Norway,2020-07-01,255.85
sub-region,Innlandet,driving,NA,NA,Norway,2020-07-01,275.81
sub-region,Innlandet,walking,NA,NA,Norway,2020-07-01,155.88
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-07-01,422.86
sub-region,Nordland,driving,NA,NA,Norway,2020-07-01,429.65
sub-region,Rogaland,driving,NA,NA,Norway,2020-07-01,201.72
sub-region,Rogaland,walking,NA,NA,Norway,2020-07-01,173.78
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-07-01,208.51
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-07-01,80.83
sub-region,Trøndelag,driving,NA,NA,Norway,2020-07-01,232.52
sub-region,Trøndelag,walking,NA,NA,Norway,2020-07-01,158.56
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-07-01,247.23
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-07-01,217.71
sub-region,Vestland,driving,NA,NA,Norway,2020-07-01,260.84
sub-region,Vestland,walking,NA,NA,Norway,2020-07-01,179.12
sub-region,Vestland,transit,NA,NA,Norway,2020-07-01,103.34
sub-region,Viken,driving,NA,NA,Norway,2020-07-01,180.3
sub-region,Viken,walking,NA,NA,Norway,2020-07-01,169.95
sub-region,Viken,transit,NA,NA,Norway,2020-07-01,113.45
country/region,Norway,driving,Norge,NA,NA,2020-07-02,224.58
country/region,Norway,transit,Norge,NA,NA,2020-07-02,103.05
country/region,Norway,walking,Norge,NA,NA,2020-07-02,154.36
city,Oslo,driving,NA,NA,Norway,2020-07-02,149.24
city,Oslo,transit,NA,NA,Norway,2020-07-02,97.63
city,Oslo,walking,NA,NA,Norway,2020-07-02,128.99
sub-region,Agder,driving,NA,NA,Norway,2020-07-02,339.8
sub-region,Agder,walking,NA,NA,Norway,2020-07-02,256.08
sub-region,Innlandet,driving,NA,NA,Norway,2020-07-02,298.13
sub-region,Innlandet,walking,NA,NA,Norway,2020-07-02,162.43
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-07-02,432.57
sub-region,Nordland,driving,NA,NA,Norway,2020-07-02,447.87
sub-region,Rogaland,driving,NA,NA,Norway,2020-07-02,203.99
sub-region,Rogaland,walking,NA,NA,Norway,2020-07-02,170.74
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-07-02,221.67
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-07-02,82.74
sub-region,Trøndelag,driving,NA,NA,Norway,2020-07-02,237.3
sub-region,Trøndelag,walking,NA,NA,Norway,2020-07-02,159.8
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-07-02,261.68
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-07-02,227.01
sub-region,Vestland,driving,NA,NA,Norway,2020-07-02,267.95
sub-region,Vestland,walking,NA,NA,Norway,2020-07-02,157.72
sub-region,Vestland,transit,NA,NA,Norway,2020-07-02,105.28
sub-region,Viken,driving,NA,NA,Norway,2020-07-02,183.03
sub-region,Viken,walking,NA,NA,Norway,2020-07-02,160
sub-region,Viken,transit,NA,NA,Norway,2020-07-02,111.43
country/region,Norway,driving,Norge,NA,NA,2020-07-03,242.93
country/region,Norway,transit,Norge,NA,NA,2020-07-03,101.87
country/region,Norway,walking,Norge,NA,NA,2020-07-03,156.28
city,Oslo,driving,NA,NA,Norway,2020-07-03,148.57
city,Oslo,transit,NA,NA,Norway,2020-07-03,92.58
city,Oslo,walking,NA,NA,Norway,2020-07-03,124.71
sub-region,Agder,driving,NA,NA,Norway,2020-07-03,395.21
sub-region,Agder,walking,NA,NA,Norway,2020-07-03,289.04
sub-region,Innlandet,driving,NA,NA,Norway,2020-07-03,352.09
sub-region,Innlandet,walking,NA,NA,Norway,2020-07-03,169.94
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-07-03,458.1
sub-region,Nordland,driving,NA,NA,Norway,2020-07-03,490.07
sub-region,Rogaland,driving,NA,NA,Norway,2020-07-03,214.47
sub-region,Rogaland,walking,NA,NA,Norway,2020-07-03,158.57
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-07-03,227.02
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-07-03,96.17
sub-region,Trøndelag,driving,NA,NA,Norway,2020-07-03,262.56
sub-region,Trøndelag,walking,NA,NA,Norway,2020-07-03,163.73
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-07-03,304.27
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-07-03,232.01
sub-region,Vestland,driving,NA,NA,Norway,2020-07-03,287.82
sub-region,Vestland,walking,NA,NA,Norway,2020-07-03,170.25
sub-region,Vestland,transit,NA,NA,Norway,2020-07-03,109.64
sub-region,Viken,driving,NA,NA,Norway,2020-07-03,191.81
sub-region,Viken,walking,NA,NA,Norway,2020-07-03,161.44
sub-region,Viken,transit,NA,NA,Norway,2020-07-03,109.36
country/region,Norway,driving,Norge,NA,NA,2020-07-04,221.68
country/region,Norway,transit,Norge,NA,NA,2020-07-04,100.04
country/region,Norway,walking,Norge,NA,NA,2020-07-04,169.34
city,Oslo,driving,NA,NA,Norway,2020-07-04,126.41
city,Oslo,transit,NA,NA,Norway,2020-07-04,96.58
city,Oslo,walking,NA,NA,Norway,2020-07-04,139.51
sub-region,Agder,driving,NA,NA,Norway,2020-07-04,366.73
sub-region,Agder,walking,NA,NA,Norway,2020-07-04,314.17
sub-region,Innlandet,driving,NA,NA,Norway,2020-07-04,318.12
sub-region,Innlandet,walking,NA,NA,Norway,2020-07-04,174.42
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-07-04,434.77
sub-region,Nordland,driving,NA,NA,Norway,2020-07-04,532.84
sub-region,Rogaland,driving,NA,NA,Norway,2020-07-04,193.35
sub-region,Rogaland,walking,NA,NA,Norway,2020-07-04,190.16
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-07-04,212.65
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-07-04,85.32
sub-region,Trøndelag,driving,NA,NA,Norway,2020-07-04,251.36
sub-region,Trøndelag,walking,NA,NA,Norway,2020-07-04,180.98
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-07-04,279.99
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-07-04,236.58
sub-region,Vestland,driving,NA,NA,Norway,2020-07-04,271.91
sub-region,Vestland,walking,NA,NA,Norway,2020-07-04,195.82
sub-region,Vestland,transit,NA,NA,Norway,2020-07-04,101.76
sub-region,Viken,driving,NA,NA,Norway,2020-07-04,166.59
sub-region,Viken,walking,NA,NA,Norway,2020-07-04,169.54
sub-region,Viken,transit,NA,NA,Norway,2020-07-04,105.96
country/region,Norway,driving,Norge,NA,NA,2020-07-05,246.2
country/region,Norway,transit,Norge,NA,NA,2020-07-05,93.56
country/region,Norway,walking,Norge,NA,NA,2020-07-05,114.34
city,Oslo,driving,NA,NA,Norway,2020-07-05,114.72
city,Oslo,transit,NA,NA,Norway,2020-07-05,74.38
city,Oslo,walking,NA,NA,Norway,2020-07-05,71.4
sub-region,Agder,driving,NA,NA,Norway,2020-07-05,418.47
sub-region,Agder,walking,NA,NA,Norway,2020-07-05,246.53
sub-region,Innlandet,driving,NA,NA,Norway,2020-07-05,393.48
sub-region,Innlandet,walking,NA,NA,Norway,2020-07-05,149.14
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-07-05,509.4
sub-region,Nordland,driving,NA,NA,Norway,2020-07-05,617
sub-region,Rogaland,driving,NA,NA,Norway,2020-07-05,209.78
sub-region,Rogaland,walking,NA,NA,Norway,2020-07-05,143.18
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-07-05,244.97
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-07-05,82.8
sub-region,Trøndelag,driving,NA,NA,Norway,2020-07-05,267.7
sub-region,Trøndelag,walking,NA,NA,Norway,2020-07-05,131.7
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-07-05,326.82
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-07-05,185.75
sub-region,Vestland,driving,NA,NA,Norway,2020-07-05,313.71
sub-region,Vestland,walking,NA,NA,Norway,2020-07-05,129.78
sub-region,Vestland,transit,NA,NA,Norway,2020-07-05,102.5
sub-region,Viken,driving,NA,NA,Norway,2020-07-05,183.03
sub-region,Viken,walking,NA,NA,Norway,2020-07-05,117.38
sub-region,Viken,transit,NA,NA,Norway,2020-07-05,94.38
country/region,Norway,driving,Norge,NA,NA,2020-07-06,258.62
country/region,Norway,transit,Norge,NA,NA,2020-07-06,101.8
country/region,Norway,walking,Norge,NA,NA,2020-07-06,154.81
city,Oslo,driving,NA,NA,Norway,2020-07-06,133.64
city,Oslo,transit,NA,NA,Norway,2020-07-06,86.91
city,Oslo,walking,NA,NA,Norway,2020-07-06,106.86
sub-region,Agder,driving,NA,NA,Norway,2020-07-06,462.09
sub-region,Agder,walking,NA,NA,Norway,2020-07-06,325.06
sub-region,Innlandet,driving,NA,NA,Norway,2020-07-06,371.93
sub-region,Innlandet,walking,NA,NA,Norway,2020-07-06,218.84
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-07-06,513.5
sub-region,Nordland,driving,NA,NA,Norway,2020-07-06,669.04
sub-region,Rogaland,driving,NA,NA,Norway,2020-07-06,222.17
sub-region,Rogaland,walking,NA,NA,Norway,2020-07-06,181.41
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-07-06,250.26
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-07-06,102.64
sub-region,Trøndelag,driving,NA,NA,Norway,2020-07-06,262.57
sub-region,Trøndelag,walking,NA,NA,Norway,2020-07-06,146.08
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-07-06,364.5
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-07-06,268.48
sub-region,Vestland,driving,NA,NA,Norway,2020-07-06,306.93
sub-region,Vestland,walking,NA,NA,Norway,2020-07-06,160.74
sub-region,Vestland,transit,NA,NA,Norway,2020-07-06,112.42
sub-region,Viken,driving,NA,NA,Norway,2020-07-06,195.34
sub-region,Viken,walking,NA,NA,Norway,2020-07-06,159.6
sub-region,Viken,transit,NA,NA,Norway,2020-07-06,108.87
country/region,Norway,driving,Norge,NA,NA,2020-07-07,252.13
country/region,Norway,transit,Norge,NA,NA,2020-07-07,105.48
country/region,Norway,walking,Norge,NA,NA,2020-07-07,161.1
city,Oslo,driving,NA,NA,Norway,2020-07-07,129.18
city,Oslo,transit,NA,NA,Norway,2020-07-07,89.43
city,Oslo,walking,NA,NA,Norway,2020-07-07,108.59
sub-region,Agder,driving,NA,NA,Norway,2020-07-07,465.08
sub-region,Agder,walking,NA,NA,Norway,2020-07-07,353.99
sub-region,Innlandet,driving,NA,NA,Norway,2020-07-07,359.57
sub-region,Innlandet,walking,NA,NA,Norway,2020-07-07,198.29
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-07-07,526.34
sub-region,Nordland,driving,NA,NA,Norway,2020-07-07,690.12
sub-region,Rogaland,driving,NA,NA,Norway,2020-07-07,230.18
sub-region,Rogaland,walking,NA,NA,Norway,2020-07-07,212.55
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-07-07,253.39
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-07-07,90.23
sub-region,Trøndelag,driving,NA,NA,Norway,2020-07-07,257.42
sub-region,Trøndelag,walking,NA,NA,Norway,2020-07-07,167.16
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-07-07,322.84
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-07-07,264.08
sub-region,Vestland,driving,NA,NA,Norway,2020-07-07,320.97
sub-region,Vestland,walking,NA,NA,Norway,2020-07-07,191.91
sub-region,Vestland,transit,NA,NA,Norway,2020-07-07,116.59
sub-region,Viken,driving,NA,NA,Norway,2020-07-07,180.72
sub-region,Viken,walking,NA,NA,Norway,2020-07-07,160.88
sub-region,Viken,transit,NA,NA,Norway,2020-07-07,102.81
country/region,Norway,driving,Norge,NA,NA,2020-07-08,256
country/region,Norway,transit,Norge,NA,NA,2020-07-08,105.74
country/region,Norway,walking,Norge,NA,NA,2020-07-08,170.48
city,Oslo,driving,NA,NA,Norway,2020-07-08,133.16
city,Oslo,transit,NA,NA,Norway,2020-07-08,90.73
city,Oslo,walking,NA,NA,Norway,2020-07-08,122.7
sub-region,Agder,driving,NA,NA,Norway,2020-07-08,451.14
sub-region,Agder,walking,NA,NA,Norway,2020-07-08,339.08
sub-region,Innlandet,driving,NA,NA,Norway,2020-07-08,368.36
sub-region,Innlandet,walking,NA,NA,Norway,2020-07-08,198.41
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-07-08,541.11
sub-region,Nordland,driving,NA,NA,Norway,2020-07-08,640.48
sub-region,Rogaland,driving,NA,NA,Norway,2020-07-08,235.28
sub-region,Rogaland,walking,NA,NA,Norway,2020-07-08,201.33
sub-region,Troms og Finnmark,driving,NA,NA,Norway,2020-07-08,263.92
sub-region,Troms og Finnmark,walking,NA,NA,Norway,2020-07-08,97.6
sub-region,Trøndelag,driving,NA,NA,Norway,2020-07-08,259.22
sub-region,Trøndelag,walking,NA,NA,Norway,2020-07-08,159.84
sub-region,Vestfold og Telemark,driving,NA,NA,Norway,2020-07-08,332.36
sub-region,Vestfold og Telemark,walking,NA,NA,Norway,2020-07-08,277.06
sub-region,Vestland,driving,NA,NA,Norway,2020-07-08,333.41
sub-region,Vestland,walking,NA,NA,Norway,2020-07-08,213.9
sub-region,Vestland,transit,NA,NA,Norway,2020-07-08,110.29
sub-region,Viken,driving,NA,NA,Norway,2020-07-08,185.24
sub-region,Viken,walking,NA,NA,Norway,2020-07-08,171.73
sub-region,Viken,transit,NA,NA,Norway,2020-07-08,113.55
country/region,Norway,driving,Norge,NA,NA,2020-07-09,260.49
country/region,Norway,transit,Norge,NA,NA,2020-07-09,105.92
country/region,Norway,walking,Norge,NA,NA,2020-07-09,173.07
city,Oslo,driving,NA,NA,Norway,2020-07-09,137.43
city,Oslo,transit,NA,NA,Norway,2020-07-09,90.8
city,Oslo,walking,NA,NA,Norway,2020-07-09,128.66
sub-region,Agder,driving,NA,NA,Norway,2020-07-09,453.79
sub-region,Agder,walking,NA,NA,Norway,2020-07-09,325.35
sub-region,Innlandet,driving,NA,NA,Norway,2020-07-09,387.39
sub-region,Innlandet,walking,NA,NA,Norway,2020-07-09,220.56
sub-region,Møre og Romsdal,driving,NA,NA,Norway,2020-07-09,537.58
